date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:41:13	64286/64286	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:10%20GMT	https://www.getthegloss.com/listing/jobs	www.getthegloss.com/listing/jobs.html	(from http://www.getthegloss.com/listing/beauty-reviews-beauty-product-reviews)
15:41:13	73884/73884	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:10%20GMT	https://www.getthegloss.com/listing/career-inspiration	www.getthegloss.com/listing/career-inspiration.html	(from http://www.getthegloss.com/listing/beauty-reviews-beauty-product-reviews)
15:41:15	44040/44040	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:14%20GMT	http://www.getthegloss.com/listing/columnists	www.getthegloss.com/listing/columnists.html	(from http://www.getthegloss.com/listing/beauty-reviews-beauty-product-reviews)
15:41:16	71727/71727	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:13%20GMT	https://www.getthegloss.com/listing/beauty-crush	www.getthegloss.com/listing/beauty-crush.html	(from http://www.getthegloss.com/listing/beauty-reviews-beauty-product-reviews)
15:41:17	83104/83104	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:13%20GMT	https://www.getthegloss.com/listing/get-the-gloss-product-shop	www.getthegloss.com/listing/get-the-gloss-product-shop.html	(from http://www.getthegloss.com/listing/beauty-reviews-beauty-product-reviews)
15:41:17	54825/54825	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:16%20GMT	http://www.getthegloss.com/listing/gtg-s-award-wins	www.getthegloss.com/listing/gtg-s-award-wins.html	(from http://www.getthegloss.com/listing/beauty-reviews-beauty-product-reviews)
15:41:17	448/448	---M-Z	-1	error ('Open%20error%20when%20decompressing%20(can%20not%20create%20temporary%20file%20/tmp1.z)')	text/plain	etag:%2257f-54a1b60396a9b-gzip%22	https://www.getthegloss.com/robots.txt		(from http://www.getthegloss.com/listing/beauty-reviews-beauty-product-reviews)
15:41:19	72889/72889	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:17%20GMT	https://www.getthegloss.com/listing/beauty-on-get-the-gloss?offset=25	www.getthegloss.com/listing/beauty-on-get-the-gloss4c30.html	(from https://www.getthegloss.com/listing/beauty-on-get-the-gloss)
15:41:19	71496/71496	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:17%20GMT	https://www.getthegloss.com/listing/beauty-on-get-the-gloss?offset=50	www.getthegloss.com/listing/beauty-on-get-the-glosse164.html	(from https://www.getthegloss.com/listing/beauty-on-get-the-gloss)
15:41:19	71724/71724	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:18%20GMT	https://www.getthegloss.com/listing/beauty-on-get-the-gloss?offset=75	www.getthegloss.com/listing/beauty-on-get-the-gloss79ee.html	(from https://www.getthegloss.com/listing/beauty-on-get-the-gloss)
15:41:20	71610/71610	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:18%20GMT	https://www.getthegloss.com/listing/beauty-on-get-the-gloss?offset=100	www.getthegloss.com/listing/beauty-on-get-the-gloss1206.html	(from https://www.getthegloss.com/listing/beauty-on-get-the-gloss)
15:41:20	72719/72719	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:19%20GMT	https://www.getthegloss.com/listing/health-on-get-the-gloss?offset=25	www.getthegloss.com/listing/health-on-get-the-gloss4c30.html	(from https://www.getthegloss.com/listing/health-on-get-the-gloss)
15:41:20	71828/71828	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:19%20GMT	https://www.getthegloss.com/listing/health-on-get-the-gloss?offset=50	www.getthegloss.com/listing/health-on-get-the-glosse164.html	(from https://www.getthegloss.com/listing/health-on-get-the-gloss)
15:41:20	73460/73460	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:19%20GMT	https://www.getthegloss.com/listing/health-on-get-the-gloss?offset=75	www.getthegloss.com/listing/health-on-get-the-gloss79ee.html	(from https://www.getthegloss.com/listing/health-on-get-the-gloss)
15:41:21	73275/73275	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:20%20GMT	https://www.getthegloss.com/listing/beauty-news?offset=50	www.getthegloss.com/listing/beauty-newse164.html	(from https://www.getthegloss.com/listing/beauty-news)
15:41:21	72401/72401	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:20%20GMT	https://www.getthegloss.com/listing/health-on-get-the-gloss?offset=100	www.getthegloss.com/listing/health-on-get-the-gloss1206.html	(from https://www.getthegloss.com/listing/health-on-get-the-gloss)
15:41:21	83287/83287	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:20%20GMT	https://www.getthegloss.com/listing/get-the-guide-shop-health-and-beauty-guides?offset=12	www.getthegloss.com/listing/get-the-guide-shop-health-and-beauty-guides5369.html	(from https://www.getthegloss.com/listing/get-the-guide-shop-health-and-beauty-guides)
15:41:22	67716/67716	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:21%20GMT	https://www.getthegloss.com/listing/shop-all-beauty-guides	www.getthegloss.com/listing/shop-all-beauty-guides.html	(from https://www.getthegloss.com/listing/get-the-guide-shop-health-and-beauty-guides)
15:41:22	73335/73335	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:21%20GMT	https://www.getthegloss.com/listing/beauty-news?offset=75	www.getthegloss.com/listing/beauty-news79ee.html	(from https://www.getthegloss.com/listing/beauty-news)
15:41:23	82672/82672	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:21%20GMT	https://www.getthegloss.com/listing/shop-all-fitness-guides	www.getthegloss.com/listing/shop-all-fitness-guides.html	(from https://www.getthegloss.com/listing/get-the-guide-shop-health-and-beauty-guides)
15:41:23	83635/83635	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:22%20GMT	https://www.getthegloss.com/listing/shop-all-health-guides	www.getthegloss.com/listing/shop-all-health-guides.html	(from https://www.getthegloss.com/listing/get-the-guide-shop-health-and-beauty-guides)
15:41:23	68579/68579	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:22%20GMT	https://www.getthegloss.com/listing/shop-all-mind-and-self-help-guides	www.getthegloss.com/listing/shop-all-mind-and-self-help-guides.html	(from https://www.getthegloss.com/listing/get-the-guide-shop-health-and-beauty-guides)
15:41:24	73337/73337	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:23%20GMT	https://www.getthegloss.com/listing/beauty-news?offset=100	www.getthegloss.com/listing/beauty-news1206.html	(from https://www.getthegloss.com/listing/beauty-news)
15:41:25	85744/85744	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:23%20GMT	https://www.getthegloss.com/listing/shop-all-astrology-and-zodiac-guides	www.getthegloss.com/listing/shop-all-astrology-and-zodiac-guides.html	(from https://www.getthegloss.com/listing/get-the-guide-shop-health-and-beauty-guides)
15:41:25	80456/80456	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:23%20GMT	https://www.getthegloss.com/listing/the-ultimate-anti-wrinkle-edit	www.getthegloss.com/listing/the-ultimate-anti-wrinkle-edit.html	(from https://www.getthegloss.com/listing/get-the-guide-shop-health-and-beauty-guides)
15:41:25	80857/80857	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:23%20GMT	https://www.getthegloss.com/listing/barefaced-beauty	www.getthegloss.com/listing/barefaced-beauty.html	(from https://www.getthegloss.com/listing/get-the-guide-shop-health-and-beauty-guides)
15:41:25	83599/83599	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:24%20GMT	https://www.getthegloss.com/listing/the-best-smokey-eye-makeup	www.getthegloss.com/listing/the-best-smokey-eye-makeup.html	(from https://www.getthegloss.com/listing/get-the-guide-shop-health-and-beauty-guides)
15:41:26	79482/79482	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:25%20GMT	https://www.getthegloss.com/listing/hair-repair	www.getthegloss.com/listing/hair-repair.html	(from https://www.getthegloss.com/listing/get-the-guide-shop-health-and-beauty-guides)
15:41:26	71425/71425	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:25%20GMT	https://www.getthegloss.com/listing/beauty-tutorials-and-videos?offset=25	www.getthegloss.com/listing/beauty-tutorials-and-videos4c30.html	(from https://www.getthegloss.com/listing/beauty-tutorials-and-videos)
15:41:26	83214/83214	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:25%20GMT	https://www.getthegloss.com/listing/get-the-guide-shop-health-and-beauty-guides?offset=24	www.getthegloss.com/listing/get-the-guide-shop-health-and-beauty-guides198d.html	(from https://www.getthegloss.com/listing/get-the-guide-shop-health-and-beauty-guides)
